Index,LAT_Final,LON_Final,Address1Country
58694,41.7173733,83.0409789,CN
58814,36.06488,120.38042,CN
58923,30.29365,120.16142,CN
58967,36.44389,115.96472,CN
58983,39.9075,116.39723,CN
59103,41.79222,123.43278,CN
59116,39.7346299,116.19186,CN
59128,32.04167,112.145,CN
59354,33.55652,114.06098,CN
59418,30.58333,114.26667,CN
59447,30.4610448,120.2568141,CN
59507,37.3821099,117.97279,CN
59654,28.87239,105.44049,CN
59687,40.9725,117.93611,CN
59714,39.9075,116.39723,CN
59778,34.3631699,107.23775,CN
59838,32.59661,114.34613,CN
60074,22.54554,114.0683,CN
60078,40.7686911,114.8855792,CN
60134,34.75778,113.64861,CN
60324,30.5722599,104.0665099,CN
60384,32.9907299,112.52851,CN
60984,31.22222,121.45806,CN
61344,39.9075,116.39723,CN
61346,22.54554,114.0683,CN
61586,38.04139,114.47861,CN
61681,31.22222,121.45806,CN
61801,43.88,125.32278,CN
61874,31.46784,104.68168,CN
62008,31.30408,120.59538,CN
62068,31.56887,120.28857,CN
62189,34.2043999,117.28577,CN
62226,21.31992,110.5723,CN
62298,22.54554,114.0683,CN
62341,35.63343,102.64058,CN
62346,34.2658138,108.9540936,CN
62369,34.605322,108.664722,CN
62549,31.844786,117.206316,CN
62609,47.3543099,123.91796,CN
62646,28.117997,113.038325,CN
62700,33.04278,110.99722,CN
63066,31.86389,117.28083,CN
63138,39.9075,116.39723,CN
63146,23.11667,113.25,CN
63240,23.1290799,113.26436,CN
63540,30.66667,104.06667,CN
63605,30.54485,119.9599,CN
63665,22.54554,114.0683,CN
63690,31.78333,119.96667,CN
63808,41.415138,114.943132,CN
64516,39.7346299,116.19186,CN
64695,33.9912373,113.8598493,CN
64875,23.11667,113.25,CN
64931,28.95944,118.86861,CN
64933,31.56887,120.28857,CN
65051,32.49069,119.90812,CN
65053,28.19874,112.97087,CN
65115,31.413536,118.3684451,CN
65173,35.24306,115.44111,CN
65175,36.0662299,120.38299,CN
65233,32.394376,119.452683,CN
65293,21.1984903,110.4053304,CN
65295,36.19061,120.09257,CN
65351,28.19874,112.97087,CN
65595,31.22222,121.45806,CN
65673,39.9075,116.39723,CN
65684,30.58333,114.26667,CN
65733,31.22222,121.45806,CN
65804,26.67275,118.91219,CN
65835,22.27694,113.56778,CN
65881,31.22222,121.45806,CN
65895,31.22222,121.45806,CN
66001,23.11147,114.41523,CN
66241,37.7388599,115.67054,CN
66299,31.22222,121.45806,CN
66420,28.68396,115.85306,CN
66421,43.8661683,87.590657,CN
66493,30.791749,121.341627,CN
66541,30.286421,120.204395,CN
66600,37.86944,112.56028,CN
66613,43.83428,123.82875,CN
66733,36.79056,118.06333,CN
66793,20.02697,110.360114,CN
66841,39.9075,116.39723,CN
67093,40.33491,116.6387743,CN
67153,42.7498999,123.35349,CN
67155,39.9075,116.39723,CN
67325,34.0875607,108.821525,CN
67335,30.58333,114.26667,CN
67453,35.70278,115.00528,CN
67513,30.2572699,120.20523,CN
67573,31.0324099,121.22654,CN
67633,32.613785,116.960615,CN
67635,34.88516,109.60214,CN
67695,31.22222,121.45806,CN
67727,30.29365,120.16142,CN
67764,39.9075,116.39723,CN
67773,35.8437565,120.0165922,CN
67865,31.22222,121.45806,CN
67875,31.22222,121.45806,CN
68013,38.467889,106.284982,CN
68412,37.86944,112.56028,CN
68592,31.22222,121.45806,CN
68772,30.9180299,121.4741,CN
68892,36.343782,120.505921,CN
68900,25.03889,102.71833,CN
69200,23.01797,113.74866,CN
69212,31.22222,121.45806,CN
69544,24.4795099,118.0894799,CN
69620,30.66667,104.06667,CN
69664,37.5460708,121.251167,CN
69800,30.66667,104.06667,CN
69853,41.793213,123.412273,CN
70104,31.56887,120.28857,CN
70153,35.3268663,113.9159103,CN
70263,26.06139,119.30611,CN
70384,22.54554,114.0683,CN
70393,39.9999093,116.3150572,CN
70468,31.22222,121.45806,CN
70503,40.81,114.87944,CN
70573,39.9075,116.39723,CN
70648,22.58333,113.08333,CN
70683,23.86528,116.88056,CN
70724,23.02677,113.13148,CN
70753,40.756494,120.913262,CN
70802,31.30408,120.59538,CN
70803,31.22222,121.45806,CN
70813,31.20193,121.59715,CN
70862,33.8528928,115.7857899,CN
70870,22.27694,113.56778,CN
70871,36.66833,116.99722,CN
70903,39.9075,116.39723,CN
70930,31.177675,121.423371,CN
70933,30.81106,121.44105,CN
70983,34.75778,113.64861,CN
70990,31.309271,121.525418,CN
70998,39.9075,116.39723,CN
71042,36.1999399,117.0884,CN
71058,32.54999,107.68899,CN
71109,24.9473474,102.789873,CN
71122,31.56887,120.28857,CN
71171,32.66111,117.26667,CN
71193,35.4145899,116.58724,CN
71230,23.13153,113.258156,CN
71289,31.1132499,121.38206,CN
71357,39.9075,116.39723,CN
71373,37.47649,121.44081,CN
71410,31.9191899,120.28432,CN
71411,23.11667,113.25,CN
71476,30.29365,120.16142,CN
71477,36.602571,114.498688,CN
71597,22.849912,108.302613,CN
71613,31.22222,121.45806,CN
71623,39.9075,116.39723,CN
71743,23.3291,100.918,CN
71773,31.22222,121.45806,CN
71913,31.31139,120.61806,CN
71950,30.199243,121.260386,CN
72013,32.06167,118.77778,CN
72026,30.66667,104.06667,CN
72064,40.314925,116.627209,CN
72252,30.29365,120.16142,CN
72273,31.22222,121.45806,CN
72424,36.79056,118.06333,CN
72497,45.75,126.65,CN
72544,39.9075,116.39723,CN
72549,39.9075,116.39723,CN
72697,38.9139899,121.6147,CN
72702,47.35118,130.30012,CN
72730,37.9975499,106.19879,CN
72882,39.6169099,116.61776,CN
72920,31.22222,121.45806,CN
72973,35.70278,115.00528,CN
73117,31.21036,121.62223,CN
73122,38.91222,121.60222,CN
73150,37.73222,115.70111,CN
73182,36.05701,103.83987,CN
73269,37.5422,121.4051353,CN
73362,31.865,120.53889,CN
73400,31.22222,121.45806,CN
73482,31.1882599,121.43687,CN
73513,39.973499,116.402084,CN
73519,22.27694,113.56778,CN
73538,23.1290799,113.26436,CN
73542,34.64339,109.29509,CN
73574,39.9075,116.39723,CN
73782,35.37922,116.33305,CN
73886,22.175,111.98417,CN
73937,32.007442,112.110426,CN
74022,39.799263,116.611643,CN
74051,31.22222,121.45806,CN
74126,31.22222,121.45806,CN
74160,39.9075,116.39723,CN
74175,31.228084,121.448445,CN
74186,32.06167,118.77778,CN
74207,30.71444,111.28472,CN
74235,22.54554,114.0683,CN
74297,30.555479,114.313977,CN
74299,23.11667,113.25,CN
74481,29.6066099,106.5743899,CN
74520,39.9075,116.39723,CN
74541,23.85762,116.88828,CN
74580,31.46784,104.68168,CN
74586,31.30408,120.59538,CN
74595,31.30408,120.59538,CN
74700,30.7522,120.75,CN
74715,31.2211399,121.54409,CN
74717,43.7903553,87.6128246,CN
74737,44.0111699,87.30822,CN
74831,38.91222,121.60222,CN
74951,25.03889,102.71833,CN
74955,25.03889,102.71833,CN
75000,43.88,125.32278,CN
75002,43.88,125.32278,CN
75017,29.995762,120.586109,CN
75075,35.1046499,118.3564599,CN
75077,30.58333,114.26667,CN
75134,23.125445,113.289925,CN
75135,39.93167,119.58833,CN
75191,31.30408,120.59538,CN
75193,37.3821099,117.97279,CN
75195,22.5428599,114.05956,CN
75252,39.14222,117.17667,CN
75261,36.66833,116.99722,CN
75273,29.91661,121.853955,CN
75288,30.29365,120.16142,CN
75303,31.22222,121.45806,CN
75313,40.8414899,111.75199,CN
75316,31.77359,119.95401,CN
75319,28.68396,115.85306,CN
75610,23.272256,113.85183,CN
75614,39.9071099,116.37415,CN
75671,36.66833,116.99722,CN
75910,22.840836,108.244118,CN
75914,40.024902,116.284582,CN
75963,39.9075,116.39723,CN
75970,28.76667,104.62383,CN
75974,22.6545099,110.18098,CN
76029,22.5674619,113.4392347,CN
76030,31.2595599,121.52609,CN
76034,34.0028431,113.8510408,CN
76062,31.22222,121.45806,CN
76063,30.66667,104.06667,CN
76083,39.9075,116.39723,CN
76102,29.56278,106.55278,CN
76150,45.873729,126.488315,CN
76203,39.14222,117.17667,CN
76210,43.41975,87.31946,CN
76216,25.03889,102.71833,CN
76217,36.127652,117.089918,CN
76274,33.872125,109.932747,CN
76386,30.66667,104.06667,CN
76389,39.14222,117.17667,CN
76390,31.27823,121.427012,CN
76449,31.22222,121.45806,CN
76565,23.11667,113.25,CN
76577,25.03889,102.71833,CN
76626,22.54554,114.0683,CN
76629,22.54554,114.0683,CN
76642,24.3412799,102.54025,CN
76662,31.22222,121.45806,CN
76685,31.48048,118.44359,CN
76686,32.06167,118.77778,CN
76712,34.75778,113.64861,CN
76717,29.868336,121.54399,CN
76743,41.79222,123.43278,CN
76754,43.820747,125.3751063,CN
76762,39.9075,116.39723,CN
76805,39.9075,116.39723,CN
76810,31.22222,121.45806,CN
76814,29.817029,121.572488,CN
76822,31.22222,121.45806,CN
76872,37.86944,112.56028,CN
76877,37.4635299,121.44801,CN
76925,36.66833,116.99722,CN
76930,39.9075,116.39723,CN
76934,37.86944,112.56028,CN
76957,42.01556,121.65889,CN
76993,39.9075,116.39723,CN
77012,36.8683,118.56,CN
77017,31.248612,121.609721,CN
77052,31.22222,121.45806,CN
77103,31.46784,104.68168,CN
77117,33.3575,120.1573,CN
77197,34.25833,108.92861,CN
77233,29.31998,120.0484,CN
77237,41.79222,123.43278,CN
77257,31.22222,121.45806,CN
77297,31.22222,121.45806,CN
77302,28.2,112.96667,CN
77317,30.19518,120.47094,CN
77359,21.31992,110.5723,CN
77372,31.22222,121.45806,CN
77403,34.586677,119.18825,CN
77419,30.29365,120.16142,CN
77432,22.5464,103.978,CN
77449,39.9075,116.39723,CN
77539,39.975462,116.49358,CN
77564,31.22222,121.45806,CN
77618,37.43292,117.97027,CN
77713,34.274746,109.005969,CN
77715,41.121,122.0739,CN
77749,36.198345,116.715381,CN
77797,31.46784,104.68168,CN
77809,30.66667,104.06667,CN
77833,31.32268,121.62722,CN
77835,30.639193,104.065744,CN
77836,31.56887,120.28857,CN
77839,39.9075,116.39723,CN
77869,34.726851,114.461203,CN
77894,37.109744,119.149627,CN
77929,22.8128493,113.0271043,CN
77978,30.545127,104.021444,CN
78013,37.4635299,121.44801,CN
78044,43.88,125.32278,CN
78075,30.908787,121.459736,CN
78133,39.9075,116.39723,CN
78151,31.30408,120.59538,CN
78157,22.63987,114.42604,CN
78181,30.29365,120.16142,CN
78195,28.95944,118.86861,CN
78196,33.94917,118.29583,CN
78217,45.7567307,126.6424173,CN
78277,39.864867,79.069332,CN
78284,31.37762,120.9543,CN
78301,31.22222,121.45806,CN
78314,25.944358,119.542748,CN
78338,30.58333,114.26667,CN
78384,25.03889,102.71833,CN
78435,33.6460929,116.9567279,CN
78444,30.29365,120.16142,CN
78452,28.19874,112.97087,CN
78495,23.0468999,112.46528,CN
78527,24.23427,116.10384,CN
78528,22.564796,113.142441,CN
78541,31.22222,121.45806,CN
78550,32.3222199,118.82155,CN
78561,24.468145,118.10367,CN
78584,31.22222,121.45806,CN
78586,29.9853899,122.20778,CN
78588,29.56026,106.55771,CN
78598,26.71472,112.38389,CN
78610,31.22222,121.45806,CN
78644,36.66833,116.99722,CN
78673,36.6518399,117.12009,CN
78677,31.37762,120.95431,CN
78752,31.22222,121.45806,CN
78793,31.1278,121.360981,CN
78797,24.6817927,118.124257,CN
78853,30.29365,120.16142,CN
78854,34.75778,113.64861,CN
78900,23.11667,113.25,CN
78917,33.5814899,114.01681,CN
78933,22.5428599,114.05956,CN
78972,34.25833,108.92861,CN
79200,30.29365,120.16142,CN
79212,39.9075,116.39723,CN
79213,22.5428599,114.05956,CN
79260,26.06139,119.30611,CN
79269,23.02677,113.13148,CN
79287,29.56278,106.55278,CN
79341,38.46806,106.27306,CN
79367,23.85762,116.88828,CN
79392,23.86528,116.88056,CN
79521,39.9075,116.39723,CN
79607,25.03889,102.71833,CN
79622,23.86528,116.88056,CN
79724,31.22222,121.45806,CN
79785,31.56887,120.28857,CN
79800,37.47649,121.44081,CN
79812,30.2976913,120.3788097,CN
79902,39.9075,116.39723,CN
79962,30.66667,104.06667,CN
79989,31.6,117.86667,CN
80016,34.80226,113.42231,CN
80025,44.3286999,84.88675,CN
80076,43.7859,125.21273,CN
80082,28.2,112.96667,CN
80117,30.2574431,120.1722649,CN
80163,30.3347899,112.24069,CN
80196,29.72826,115.85149,CN
80226,30.29365,120.16142,CN
80231,31.22222,121.45806,CN
80264,30.66667,104.06667,CN
80268,25.6979464,119.3299293,CN
80298,27.68667,106.90722,CN
80327,23.11667,113.25,CN
80352,39.9075,116.39723,CN
80354,40.75242,120.83552,CN
80469,31.22222,121.45806,CN
80532,23.01797,113.74866,CN
80549,30.29365,120.16142,CN
80609,31.31139,120.61806,CN
80624,30.58333,114.26667,CN
80641,23.11667,113.25,CN
80669,31.56887,120.28857,CN
80688,31.22222,121.45806,CN
80701,36.78444,119.94639,CN
80709,30.29365,120.16142,CN
80711,22.54554,114.0683,CN
80740,39.14222,117.17667,CN
80744,43.88,125.32278,CN
80761,39.9075,116.39723,CN
80831,31.22222,121.45806,CN
80835,26.0742099,119.29647,CN
80837,30.3347899,112.24069,CN
80880,31.9526599,118.84002,CN
80897,20.011551,110.37323,CN
80973,37.47649,121.44081,CN
81014,38.4862899,106.23245,CN
81015,34.50355,109.50891,CN
81045,25.03332,102.721293,CN
81131,23.86528,116.88056,CN
81135,34.42885,112.44984,CN
81181,31.22222,121.45806,CN
81284,32.06167,118.77778,CN
81312,24.65694,118.13266,CN
81366,31.31139,120.61806,CN
81371,32.06167,118.77778,CN
81372,32.6254899,116.9998,CN
81421,39.9075,116.39723,CN
81432,31.7537372,117.2342936,CN
81492,31.86389,117.28083,CN
81568,30.51365,117.04723,CN
81660,23.11667,113.25,CN
81666,31.31139,120.61806,CN
81720,39.9075,116.39723,CN
81735,25.1719805,121.4433706,CN
81740,31.22222,121.45806,CN
81780,31.2317668,121.4900269,CN
81790,30.66667,104.06667,CN
81793,35.70278,115.00528,CN
81795,40.0036492,116.3811225,CN
81845,39.574587,116.793073,CN
81850,24.889716,118.60333,CN
81855,23.3534999,116.68221,CN
81871,31.22222,121.45806,CN
81915,34.81486,113.56765,CN
81960,31.22222,121.45806,CN
81973,35.3268663,113.9159103,CN
81975,31.257028,120.514965,CN
81991,27.68667,106.90722,CN
82022,30.58333,114.26667,CN
82030,31.20193,121.59715,CN
82066,31.6538099,120.75224,CN
82092,26.06139,119.30611,CN
82095,23.105902,112.496738,CN
82110,23.1290799,113.26436,CN
82142,34.75778,113.64861,CN
82153,39.9302015,116.3056303,CN
82201,31.30408,120.59538,CN
82205,31.072124,121.367216,CN
82210,39.9075,116.39723,CN
82212,31.22222,121.45806,CN
82213,41.793213,123.412273,CN
82246,28.19874,112.97087,CN
82261,38.46806,106.27306,CN
82264,39.9075,116.39723,CN
82265,23.02677,113.13148,CN
82320,36.922722,116.681555,CN
82321,32.06167,118.77778,CN
82330,31.22222,121.45806,CN
82332,25.58172,115.52459,CN
82333,32.613785,116.960615,CN
82351,40.994249,117.379616,CN
82390,31.2013844,120.5637752,CN
82450,39.9075,116.39723,CN
82505,30.00237,120.57864,CN
82572,30.74732,115.1648,CN
82573,30.2572699,120.20523,CN
82604,23.020917,113.535811,CN
82624,30.35028,112.19028,CN
82633,31.0324099,121.22654,CN
82639,34.25833,108.92861,CN
82664,30.753924,120.758543,CN
82684,39.9075,116.39723,CN
82693,35.70278,115.00528,CN
82756,30.2596099,120.13026,CN
82812,31.31139,120.61806,CN
82816,30.2596099,120.13026,CN
82997,30.66667,104.06667,CN
83044,39.9075,116.39723,CN
83049,31.30408,120.59538,CN
83051,25.09125,113.74446,CN
83100,23.01797,113.74866,CN
83105,39.9075,116.39723,CN
83117,39.6169099,116.61776,CN
83119,20.04583,110.34167,CN
83166,38.4862899,106.23245,CN
83222,31.22222,121.45806,CN
83297,30.0756299,103.84851,CN
83324,31.15752,121.44548,CN
83325,27.9615548,107.7210195,CN
83400,43.8266299,87.61688,CN
83465,29.70475,116.00206,CN
83469,39.9075,116.39723,CN
83503,39.9075,116.39723,CN
83505,39.100517,117.556078,CN
83525,23.02677,113.13148,CN
83580,31.56887,120.28857,CN
83585,23.86528,116.88056,CN
83616,23.1290799,113.26436,CN
83667,29.10678,119.64421,CN
83670,36.79056,118.06333,CN
83676,43.981037,126.532226,CN
83701,29.87819,121.54945,CN
83710,41.70109,123.444103,CN
83736,27.286873,105.302293,CN
83825,31.22222,121.45806,CN
83830,31.0324099,121.22654,CN
83839,31.22222,121.45806,CN
83881,38.91222,121.60222,CN
83882,31.22222,121.45806,CN
83897,28.69272,115.42188,CN
83913,24.07083,116.35972,CN
83925,29.63117,106.7557,CN
83945,41.121,122.0739,CN
83957,40.099072,116.268344,CN
83958,39.14222,117.17667,CN
83967,39.3136223,115.8979754,CN
83970,39.1411099,117.00739,CN
83973,31.22222,121.45806,CN
84061,37.431478,121.691939,CN
84093,39.14222,117.17667,CN
84108,37.47649,121.44081,CN
84109,30.24706,115.04814,CN
84124,25.03889,102.71833,CN
84130,31.971286,119.967762,CN
84182,30.66667,104.06667,CN
84190,31.2592025,120.5782969,CN
84207,34.25833,108.92861,CN
84213,22.54554,114.0683,CN
84244,39.9075,116.39723,CN
84273,31.33728,118.37351,CN
84333,22.81667,108.31667,CN
84370,31.20193,121.59715,CN
84391,31.22222,121.45806,CN
84469,23.3642199,103.3756,CN
84498,30.8703,120.0933,CN
84502,31.22222,121.45806,CN
84505,31.22222,121.45806,CN
84506,44.8,126.53333,CN
84550,30.5927599,114.30525,CN
84557,25.03889,102.71833,CN
84601,36.0662299,120.38299,CN
84617,30.58333,114.26667,CN
84735,25.03889,102.71833,CN
84840,30.58333,114.26667,CN
84850,22.840836,108.244118,CN
84859,31.22222,121.45806,CN
84866,39.9075,116.39723,CN
84910,28.76667,104.62383,CN
84917,36.127652,117.089918,CN
84926,32.06167,118.77778,CN
84970,31.2595599,121.52609,CN
84996,34.75778,113.64861,CN
85020,31.37762,120.95431,CN
85062,29.87819,121.54945,CN
85109,22.27694,113.56778,CN
85140,31.22222,121.45806,CN
85153,39.9999093,116.3150572,CN
85155,29.95338,116.59157,CN
85166,46.58333,125.0,CN
85169,39.9075,116.39723,CN
85180,31.22222,121.45806,CN
85182,39.9075,116.39723,CN
85218,36.19278,117.65694,CN
85299,38.094804,114.440741,CN
85333,39.9075,116.39723,CN
85338,32.16389,120.16944,CN
85346,22.54554,114.0683,CN
85406,29.56278,106.55278,CN
85412,35.2336299,115.48115,CN
85426,36.99128,117.15613,CN
85513,40.756494,120.913262,CN
85532,39.9983599,118.70073,CN
85539,34.81797,113.56435,CN
85573,31.20193,121.59715,CN
85592,23.11147,114.41523,CN
85596,34.25833,108.92861,CN
85630,31.37762,120.95431,CN
85665,33.0114199,114.02299,CN
85742,31.95,119.15,CN
85776,34.59972,119.15944,CN
85778,23.11667,113.25,CN
85813,30.81106,121.44105,CN
85845,36.0642484,120.3855359,CN
85846,41.79222,123.43278,CN
85905,21.436597,109.110632,CN
85965,31.1897888,121.4231381,CN
85966,31.37762,120.95431,CN
86049,34.59972,119.15944,CN
86078,32.49069,119.90812,CN
86079,41.12361,122.99,CN
86129,23.86528,116.88056,CN
86131,30.4600918,114.4472054,CN
86170,29.56278,106.55278,CN
86251,47.3373699,123.20483,CN
86265,25.03889,102.71833,CN
86289,32.39722,119.43583,CN
86297,29.995762,120.586109,CN
86311,37.3821099,117.97279,CN
86350,45.873729,126.488315,CN
86357,43.7903553,87.6128246,CN
86410,43.41975,87.31946,CN
86473,36.79056,118.06333,CN
86491,35.30889,113.86722,CN
86492,31.22222,121.45806,CN
86495,43.88,125.32278,CN
86524,39.9075,116.39723,CN
86653,31.22222,121.45806,CN
86654,39.9075,116.39723,CN
86717,37.4635299,121.44801,CN
86727,31.22222,121.45806,CN
86777,30.2574431,120.1722649,CN
86830,23.272256,113.85183,CN
86835,41.12361,122.99,CN
86885,30.58333,114.26667,CN
86894,32.06167,118.77778,CN
86986,30.843027,121.336738,CN
87010,31.27823,121.427012,CN
87013,28.19874,112.97087,CN
87064,39.802779,116.507336,CN
87077,33.3575,120.1573,CN
87137,41.79222,123.43278,CN
87226,31.280777,120.562204,CN
87254,39.9075,116.39723,CN
87257,31.22222,121.45806,CN
87287,30.29365,120.16142,CN
87347,31.6,117.86667,CN
87399,39.9075,116.39723,CN
87426,36.06605,120.36939,CN
87466,35.38873,117.20323,CN
87519,23.11667,113.25,CN
87544,40.01588,119.764162,CN
87559,29.56026,106.55771,CN
87587,35.63343,102.64058,CN
87589,38.0427599,114.5143,CN
87614,30.35028,112.19028,CN
87649,23.056316,113.518196,CN
87673,42.7498999,123.35349,CN
87700,38.994007,117.70254,CN
87707,29.10678,119.64421,CN
87726,36.06488,120.38042,CN
87739,26.06139,119.30611,CN
87740,39.14222,117.17667,CN
87759,34.75778,113.64861,CN
87769,28.684557,115.913851,CN
87789,31.22222,121.45806,CN
87799,30.29365,120.16142,CN
87844,22.5428599,114.05956,CN
87902,35.39579,119.53217,CN
87971,30.29365,120.16142,CN
88002,30.29365,120.16142,CN
88007,41.79222,123.43278,CN
88022,33.9332145,116.7688081,CN
88031,31.2502,111.80121,CN
88040,31.22222,121.45806,CN
88086,23.6566999,116.62296,CN
88142,41.85583,123.92333,CN
88153,40.33491,116.6387743,CN
88187,39.14222,117.17667,CN
88204,31.22222,121.45806,CN
88261,30.29365,120.16142,CN
88300,31.184581,121.403276,CN
88362,30.51365,117.04723,CN
88389,22.54554,114.0683,CN
88504,31.56887,120.28857,CN
88513,30.791749,121.341627,CN
88561,39.14222,117.17667,CN
88570,31.22222,121.45806,CN
88578,38.37673,77.05037,CN
88602,31.80892,120.37637,CN
88629,32.06167,118.77778,CN
88631,31.30408,120.59538,CN
88633,43.83428,123.82875,CN
88690,39.9075,116.39723,CN
88691,31.22222,121.45806,CN
88710,29.56278,106.55278,CN
88744,28.2,112.96667,CN
88752,39.9075,116.39723,CN
88753,36.79056,118.06333,CN
88775,31.22222,121.45806,CN
88813,20.02697,110.360114,CN
88872,33.3575,120.1573,CN
88880,31.22222,121.45806,CN
88928,34.25833,108.92861,CN
88935,44.5526899,129.63244,CN
88967,31.22222,121.45806,CN
88990,32.3222199,118.82155,CN
88998,23.11667,113.25,CN
89044,31.31139,120.61806,CN
89052,31.22222,121.45806,CN
89076,39.9075,116.39723,CN
89147,31.22222,121.45806,CN
89170,31.22222,121.45806,CN
89175,36.858985,118.726875,CN
89196,31.31139,120.61806,CN
89203,33.58861,119.01917,CN
89221,47.9203699,123.50624,CN
89235,31.20193,121.59715,CN
89253,22.54554,114.0683,CN
89281,30.8173099,121.04101,CN
89295,31.2624899,120.63212,CN
89296,30.01102,120.57153,CN
89323,31.22222,121.45806,CN
89327,30.638874,114.034413,CN
89342,30.8703,120.0933,CN
89344,39.9075,116.39723,CN
89356,23.11147,114.41523,CN
89402,32.06167,118.77778,CN
89415,39.14222,117.17667,CN
89416,22.27694,113.56778,CN
89476,29.56278,106.55278,CN
89493,39.9075,116.39723,CN
89521,37.06306,114.49417,CN
89535,39.6169099,116.61776,CN
89538,22.467031,113.904978,CN
89553,31.22222,121.45806,CN
89596,39.9075,116.39723,CN
89598,36.0846847,103.7363091,CN
89682,30.29365,120.16142,CN
89702,31.77359,119.95401,CN
89703,22.54554,114.0683,CN
89716,23.5135,103.417,CN
89735,31.22222,121.45806,CN
89742,39.9075,116.39723,CN
89770,30.199243,121.260386,CN
89774,39.9075,116.39723,CN
89776,31.30408,120.59538,CN
89777,32.06167,118.77778,CN
89821,29.868336,121.54399,CN
89882,39.9075,116.39723,CN
89922,32.06167,118.77778,CN
89941,25.39664,113.17655,CN
90001,23.01797,113.74866,CN
90002,30.58333,114.26667,CN
90197,31.22222,121.45806,CN
90213,28.58917,112.32833,CN
90242,39.9075,116.39723,CN
90254,30.66667,104.06667,CN
90317,30.29365,120.16142,CN
90348,34.75778,113.64861,CN
90366,22.54554,114.0683,CN
90403,31.56887,120.28857,CN
90432,41.79222,123.43278,CN
90514,31.22222,121.45806,CN
